time,close_1,close_2,ratio
2021-02-11 00:00:00+00:00,31398.0,1825.52,17.199482887067795
2021-02-12 00:00:00+00:00,31476.0,1824.13,17.255349125336462
2021-02-15 00:00:00+00:00,31648.0,1818.81,17.400388165888685
2021-02-16 00:00:00+00:00,31537.0,1794.35,17.57572379970463
2021-02-17 00:00:00+00:00,31606.0,1776.15,17.794668243110095
2021-02-18 00:00:00+00:00,31496.0,1775.72,17.737030612934472
2021-02-19 00:00:00+00:00,31473.0,1783.04,17.651314608758078
2021-02-22 00:00:00+00:00,31551.0,1809.67,17.434670409522177
2021-02-23 00:00:00+00:00,31542.0,1805.5,17.46995292162836
2021-02-24 00:00:00+00:00,31977.0,1804.79,17.717850830290505
2021-02-25 00:00:00+00:00,31319.0,1769.99,17.69445025113136
2021-02-26 00:00:00+00:00,30945.0,1733.89,17.8471529335771
2021-03-01 00:00:00+00:00,31564.0,1724.59,18.30232113139935
2021-03-02 00:00:00+00:00,31392.0,1738.14,18.060685560426663
2021-03-03 00:00:00+00:00,31254.0,1710.84,18.268219120432068
2021-03-04 00:00:00+00:00,30928.0,1697.7,18.217588502091065
2021-03-05 00:00:00+00:00,31525.0,1700.78,18.53561307164948
2021-03-08 00:00:00+00:00,31892.0,1683.34,18.945667541910726
2021-03-09 00:00:00+00:00,31856.0,1715.74,18.566915733153042
2021-03-10 00:00:00+00:00,32365.0,1726.68,18.744063752403456
2021-03-11 00:00:00+00:00,32496.0,1722.57,18.86483568156882
2021-03-12 00:00:00+00:00,32798.0,1726.93,18.99208421881605
2021-03-15 00:00:00+00:00,32926.0,1731.74,19.01324679224364
2021-03-16 00:00:00+00:00,32865.0,1731.57,18.97988530639824
2021-03-17 00:00:00+00:00,33039.0,1745.18,18.931571528438326
2021-03-18 00:00:00+00:00,32937.0,1736.44,18.968118679597335
2021-03-19 00:00:00+00:00,32640.0,1745.16,18.703156157601594
2021-03-22 00:00:00+00:00,32784.0,1738.9,18.853298061993215
2021-03-23 00:00:00+00:00,32468.0,1726.99,18.800340476783305
2021-03-24 00:00:00+00:00,32475.0,1734.14,18.726861729733468
2021-03-25 00:00:00+00:00,32691.0,1726.57,18.934071598603012
2021-03-26 00:00:00+00:00,33089.0,1732.72,19.096564938362803
2021-03-29 00:00:00+00:00,33187.0,1711.92,19.385835786719003
2021-03-30 00:00:00+00:00,33072.0,1684.89,19.62858109431476
2021-03-31 00:00:00+00:00,33041.0,1707.38,19.351872459557917
2021-04-01 00:00:00+00:00,33186.0,1729.82,19.184655050814538
2021-04-05 00:00:00+00:00,33559.0,1728.3,19.417346525487474
2021-04-06 00:00:00+00:00,33454.0,1743.37,19.18927135375738
2021-04-07 00:00:00+00:00,33476.0,1737.54,19.2663190487701
2021-04-08 00:00:00+00:00,33577.0,1755.47,19.127071382592696
2021-04-09 00:00:00+00:00,33765.0,1743.47,19.366550614578973
2021-04-12 00:00:00+00:00,33763.0,1732.78,19.48487401747481
2021-04-13 00:00:00+00:00,33698.0,1745.36,19.307191639547142
2021-04-14 00:00:00+00:00,33792.0,1736.29,19.462186616291056
2021-04-15 00:00:00+00:00,34063.0,1763.64,19.314032342201354
2021-04-16 00:00:00+00:00,34173.0,1776.74,19.23354007902113
2021-04-19 00:00:00+00:00,34116.0,1771.38,19.25956034278359
2021-04-20 00:00:00+00:00,33810.0,1778.72,19.00805073311145
2021-04-21 00:00:00+00:00,34101.0,1793.68,19.011752375005575
2021-04-22 00:00:00+00:00,33834.0,1784.07,18.964502513914812
2021-04-23 00:00:00+00:00,34028.0,1776.44,19.15516426110648
2021-04-26 00:00:00+00:00,34011.0,1781.26,19.09378754364888
2021-04-27 00:00:00+00:00,33924.0,1776.55,19.095437786721455
2021-04-28 00:00:00+00:00,33829.0,1781.65,18.987455448601015
2021-04-29 00:00:00+00:00,34030.0,1771.94,19.20493921916092
2021-04-30 00:00:00+00:00,33921.0,1768.97,19.17556544203689
2021-05-03 00:00:00+00:00,34115.0,1792.93,19.027513622952373
2021-05-04 00:00:00+00:00,34141.0,1778.7,19.19435542812166
2021-05-05 00:00:00+00:00,34228.0,1786.89,19.155068303029285
2021-05-06 00:00:00+00:00,34562.0,1814.91,19.04336854169077
2021-05-07 00:00:00+00:00,34813.0,1830.87,19.014457607585467
2021-05-10 00:00:00+00:00,34736.0,1835.66,18.922894217883485
2021-05-11 00:00:00+00:00,34238.0,1837.41,18.633837847840166
2021-05-12 00:00:00+00:00,33582.0,1815.41,18.498300659355188
2021-05-13 00:00:00+00:00,34060.0,1826.44,18.64829942401612
2021-05-14 00:00:00+00:00,34438.0,1842.58,18.69009758056638
2021-05-17 00:00:00+00:00,34380.0,1866.79,18.416640329121112
2021-05-18 00:00:00+00:00,33998.0,1869.5,18.185611125969512
2021-05-19 00:00:00+00:00,33860.0,1869.35,18.11324792040014
2021-05-20 00:00:00+00:00,34079.0,1877.05,18.15561652593165
2021-05-21 00:00:00+00:00,34261.0,1881.76,18.20689142079755
2021-05-24 00:00:00+00:00,34442.0,1880.76,18.312809715221505
2021-05-25 00:00:00+00:00,34346.0,1899.14,18.08502796002401
2021-05-26 00:00:00+00:00,34335.0,1896.72,18.102302922940655
2021-05-27 00:00:00+00:00,34608.0,1896.53,18.248063568728153
2021-05-28 00:00:00+00:00,34569.0,1903.21,18.1635237309598
2021-05-31 00:00:00+00:00,34463.0,1906.64,18.075252800738472
2021-06-01 00:00:00+00:00,34585.0,1900.37,18.199087546109443
2021-06-02 00:00:00+00:00,34607.0,1908.29,18.13508429012362
2021-06-03 00:00:00+00:00,34603.0,1870.53,18.49903503285165
2021-06-04 00:00:00+00:00,34765.0,1891.55,18.379107081494013
2021-06-07 00:00:00+00:00,34635.0,1899.0,18.238546603475513
2021-06-08 00:00:00+00:00,34603.0,1892.87,18.28070601784592
2021-06-09 00:00:00+00:00,34484.0,1888.59,18.25912453205831
2021-06-10 00:00:00+00:00,34472.0,1898.44,18.158066623122142
2021-06-11 00:00:00+00:00,34451.0,1876.19,18.362212782287507
2021-06-14 00:00:00+00:00,34371.0,1866.08,18.418824487696135
2021-06-15 00:00:00+00:00,34298.0,1858.74,18.452284881156054
2021-06-16 00:00:00+00:00,33951.0,1811.94,18.73737540978178
2021-06-17 00:00:00+00:00,33808.0,1773.14,19.066740358911307
2021-06-18 00:00:00+00:00,33186.0,1764.56,18.806954708255883
2021-06-21 00:00:00+00:00,33911.0,1782.97,19.019388997010605
2021-06-22 00:00:00+00:00,33965.0,1778.76,19.09476264363939
2021-06-23 00:00:00+00:00,33893.0,1778.93,19.052464121691127
2021-06-24 00:00:00+00:00,34281.0,1774.95,19.313783486858785
2021-06-25 00:00:00+00:00,34486.0,1781.13,19.361865781835125
2021-06-28 00:00:00+00:00,34305.0,1778.07,19.29339114882991
2021-06-29 00:00:00+00:00,34295.0,1761.11,19.473513863415686
2021-06-30 00:00:00+00:00,34558.0,1770.37,19.520213288747552
2021-07-01 00:00:00+00:00,34617.0,1776.72,19.48365527488856
2021-07-02 00:00:00+00:00,34747.0,1787.52,19.438663623344073
2021-07-05 00:00:00+00:00,34797.0,1791.79,19.420244559909364
2021-07-06 00:00:00+00:00,34502.0,1797.13,19.198388541730424
2021-07-07 00:00:00+00:00,34694.0,1803.66,19.235332601488086
2021-07-08 00:00:00+00:00,34388.0,1802.36,19.07942919283606
2021-07-09 00:00:00+00:00,34863.0,1807.95,19.283166016759314
2021-07-12 00:00:00+00:00,34991.0,1806.11,19.37368155870905
2021-07-13 00:00:00+00:00,34884.0,1807.59,19.29862413489785
